"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Eccentricity","EdgeCount","Indegree","IsSingleNode","name","NeighborhoodConnectivity","Outdegree","PartnerOfMultiEdgedNodePairs","selected","SelfLoops","shared name","Stress"
"4.3228289631946115","84.56254017176391","0.23132999443516972","0.05040322580645161","10","64","32","false","7689","10.8125","32","32","false","0","7689","7385025957"
"4.772191484243445","14.543266034724034","0.2095473334005444","0.25","10","18","9","false","7926","14.333333333333334","9","9","false","0","7926","1536640770"
"5.423141688717825","5.755700962487116","0.18439496096522356","0.14285714285714285","11","14","7","false","10268","7.0","7","7","false","0","10268","415076178"
"5.682944431080106","0.0","0.17596512021672875","0.0","11","2","1","false","12971","20.0","1","1","false","0","12971","0"
"5.6148664902573975","3.206481336748598","0.17809862473758623","0.3333333333333333","11","8","4","false","18600","9.0","4","4","false","0","18600","205109753"
"5.550878037045947","2.4735937280098623","0.1801516793066089","0.3333333333333333","11","6","3","false","20421","11.333333333333334","3","3","false","0","20421","179016370"
"5.576858311282175","0.0","0.17931242720959323","1.0","10","4","2","false","20886","22.0","2","2","false","0","20886","0"
"5.52225162376714","5.557615308913645","0.18108555497473428","0.2","11","12","6","false","21048","8.166666666666666","6","6","false","0","21048","401350527"
"5.0223719028145295","1.7860854262692947","0.19910911006801418","0.3","11","10","5","false","22393","15.6","5","5","false","0","22393","163923929"
"5.244166466201587","2.24199555448862","0.19068807339449542","0.4666666666666667","10","12","6","false","23186","13.333333333333334","6","6","false","0","23186","243039901"
"5.681501082511427","2.799815205540569","0.17600982301634346","0.16666666666666666","11","8","4","false","23214","6.25","4","4","false","0","23214","189514328"
"5.576858311282175","0.0","0.17931242720959323","1.0","10","4","2","false","23298","22.0","2","2","false","0","23298","0"
"5.530190040894876","0.0","0.18082561224933663","1.0","10","6","3","false","23945","16.666666666666668","3","3","false","0","23945","0"
"5.381525138320905","4.03654645501872","0.18582092888114074","0.3333333333333333","11","6","3","false","24939","15.666666666666666","3","3","false","0","24939","247860336"
"4.504209766658648","16.4279295408898","0.22201452681051057","0.35172413793103446","10","60","30","false","339","16.733333333333334","30","30","false","0","339","2150133751"
"4.523454414241039","15.936564679351118","0.22106998510955117","0.3382352941176471","10","34","17","false","624","16.294117647058822","17","17","false","0","624","1832813651"
"5.142410392109695","0.0","0.19446133695092854","1.0","11","18","9","false","3731","13.777777777777779","9","9","false","0","3731","0"
"4.562905941784941","19.074829712149313","0.21915858287642342","0.5","10","50","25","false","4743","21.48","25","25","false","0","4743","1971764854"
"5.142410392109695","0.0","0.19446133695092854","1.0","11","18","9","false","5407","13.777777777777779","9","9","false","0","5407","0"
"4.356266538369016","46.738185933725894","0.2295543652327572","0.47058823529411764","10","136","68","false","6610","40.720588235294116","68","68","false","0","6610","7829811054"
"4.371421698340149","25.163787393975944","0.22875852960598725","0.2021505376344086","9","62","31","false","6700","18.161290322580644","31","31","false","0","6700","3058181867"
"4.8097185470291075","15.57488114374508","0.20791237371211363","0.3238095238095238","11","30","15","false","8045","20.733333333333334","15","15","false","0","8045","1675999742"
"5.142410392109695","0.0","0.19446133695092854","1.0","11","18","9","false","9099","13.777777777777779","9","9","false","0","9099","0"
"5.071686312244407","9.058562029985772","0.1971730778352227","0.36989247311827955","11","62","31","false","9639","18.483870967741936","31","31","false","0","9639","2602768862"
"4.450805869617513","25.75004592323452","0.22467841314452489","0.4868305531167691","10","136","68","false","9785","40.5735294117647","68","68","false","0","9785","5504992797"
"5.116189559778687","2.4791719929215335","0.19545796501786722","0.1","10","10","5","false","12141","11.8","5","5","false","0","12141","244567058"
"5.133750300697619","4.660710400794861","0.19478937256923293","0.5384615384615384","11","26","13","false","15184","11.923076923076923","13","13","false","0","15184","746950695"
"5.074332451286986","3.5612031487222646","0.19707025694510288","0.5272727272727272","11","22","11","false","15784","25.636363636363637","11","11","false","0","15784","469992024"
"4.67356266538369","4.670155724596485","0.2139695285155446","0.2987012987012987","10","44","22","false","18719","29.318181818181817","22","22","false","0","18719","900609794"
"5.074091893192206","3.054971908811373","0.19707959986725454","0.5571428571428572","11","42","21","false","19870","21.333333333333332","21","21","false","0","19870","1039244199"
"5.059658407505412","3.164202619599362","0.1976418009794133","0.5157894736842106","11","40","20","false","20532","21.35","20","20","false","0","20532","924735245"
"5.072889102718307","13.22414622972965","0.1971263277693475","0.4066666666666667","11","50","25","false","22527","18.88","25","25","false","0","22527","2689562244"
"5.440702429636757","1.9855992755936795","0.1837997966131671","0.3333333333333333","11","8","4","false","23576","8.75","4","4","false","0","23576","198741940"
"5.142410392109695","0.0","0.19446133695092854","1.0","11","18","9","false","23577","13.777777777777779","9","9","false","0","23577","0"
"5.142410392109695","0.0","0.19446133695092854","1.0","11","18","9","false","23649","13.777777777777779","9","9","false","0","23649","0"
"5.018522973298052","2.7886509732181293","0.19926181574153962","0.2","10","12","6","false","24199","14.0","6","6","false","0","24199","380149762"
"4.63194611498677","15.669533739483244","0.21589197611010125","0.25263157894736843","10","40","20","false","24293","12.85","20","20","false","0","24293","1632122379"
"4.876112581188357","1.7619373539078744","0.2050814010853478","0.5256410256410257","11","26","13","false","25201","16.076923076923077","13","13","false","0","25201","311926243"
"4.8272792879480395","5.385920733715203","0.20715602730851645","0.38461538461538464","10","28","14","false","10243","26.5","14","14","false","0","10243","802273242"
"4.687033918691364","6.582674450459878","0.21335454732087866","0.28205128205128205","11","54","27","false","6774","25.074074074074073","27","27","false","0","6774","1434756987"
"4.986047630502767","0.0","0.20055965648670815","1.0","11","16","8","false","8049","41.0","8","8","false","0","8049","0"
"5.458503728650469","0.0","0.18320038781895906","1.0","11","6","3","false","8053","11.333333333333334","3","3","false","0","8053","0"
"5.218186191965359","0.6709128205200318","0.19163747003503598","0.42857142857142855","11","14","7","false","8517","13.571428571428571","7","7","false","0","8517","114519575"
"5.156122203512148","7.341788296564538","0.19394420080246336","0.1794871794871795","11","26","13","false","11964","8.692307692307692","13","13","false","0","11964","792650292"
"4.793360596584075","8.060778396776822","0.20862190103382514","0.42857142857142855","10","28","14","false","15538","27.928571428571427","14","14","false","0","15538","954332786"
"5.241760885253789","1.8788848908160998","0.19077558513079396","0.3055555555555556","11","18","9","false","16694","9.88888888888889","9","9","false","0","16694","223007666"
"5.621602116911234","0.3733878548019877","0.1778852325730669","0.3333333333333333","11","8","4","false","18648","9.0","4","4","false","0","18648","65144030"
"4.4558575896078905","25.133198687349424","0.22442368946714894","0.5335381464413722","10","126","63","false","19423","41.904761904761905","63","63","false","0","19423","4732868054"
"4.2518643252345445","41.69929070386236","0.23519094766619517","0.3638888888888889","10","162","81","false","21012","35.81481481481482","81","81","false","0","21012","7883167279"
"4.5710849170074574","42.86474495587821","0.21876644563730133","0.1839080459770115","10","60","30","false","22457","20.333333333333332","30","30","false","0","22457","5403091912"
"4.292999759441905","37.57928151098818","0.23293735290821474","0.35816814764183186","10","154","77","false","22691","35.18181818181818","77","77","false","0","22691","5684555866"
"4.6680298292037525","4.2864877930327525","0.21422313836640042","0.3852813852813853","11","44","22","false","23452","28.318181818181817","22","22","false","0","23452","801735251"
"5.930719268703392","0.6999345017603148","0.16861361239555447","0.3333333333333333","12","8","4","false","16174","6.5","4","4","false","0","16174","104672004"
"1.0","0.0","1.0","0.0","1","2","1","false","16470","1.0","1","1","false","0","16470","0"
"1.0","0.0","1.0","0.0","1","2","1","false","17822","1.0","1","1","false","0","17822","0"
"4.646139042578783","72.95351403748943","0.2152324738531635","0.021021021021021023","10","74","37","false","14265","5.891891891891892","37","37","false","0","14265","5679859817"
"5.645898484484003","0.0","0.17711972731146144","0.0","11","2","1","false","392","37.0","1","1","false","0","392","0"
"5.300216502285302","0.0","0.18867153814732446","1.0","11","4","2","false","2485","31.0","2","2","false","0","2485","0"
"4.668992061582872","14.395952498854752","0.2141789891287547","0.1388888888888889","10","18","9","false","2949","19.22222222222222","9","9","false","0","2949","1415652166"
"5.645898484484003","0.0","0.17711972731146144","0.0","11","2","1","false","3173","37.0","1","1","false","0","3173","0"
"5.481597305749339","5.19004878802545","0.18242857769781015","0.2","11","12","6","false","3441","9.5","6","6","false","0","3441","347060948"
"5.461630983882608","2.69082584884149","0.18309548978153628","0.06666666666666667","10","12","6","false","3593","10.0","6","6","false","0","3593","209907049"
"5.645898484484003","0.0","0.17711972731146144","0.0","11","2","1","false","3853","37.0","1","1","false","0","3853","0"
"5.645657926389223","0.0","0.17712727427670544","1.0","11","4","2","false","3927","20.5","2","2","false","0","3927","0"
"5.224200144334857","0.4142137077050267","0.19141686236588848","0.5","11","8","4","false","3937","17.25","4","4","false","0","3937","50980048"
"5.505893673322107","4.413628935711024","0.18162355819643483","0.8888888888888888","11","36","18","false","3939","19.22222222222222","18","18","false","0","3939","318128949"
"4.5792638922299735","35.43666893917939","0.21837570918260138","0.09803921568627451","10","36","18","false","5107","11.222222222222221","18","18","false","0","5107","2924513130"
"5.645657926389223","0.0","0.17712727427670544","1.0","11","4","2","false","5218","19.5","2","2","false","0","5218","0"
"5.602116911234063","1.1721508394064324","0.17850395053246307","0.0","11","4","2","false","5230","23.5","2","2","false","0","5230","87813769"
"5.506134231416887","3.2220699353848032","0.18161562322512997","0.16666666666666666","11","8","4","false","6030","15.0","4","4","false","0","6030","227600159"
"4.744767861438538","26.061883556414628","0.21075846684242547","0.08771929824561403","10","38","19","false","7350","9.105263157894736","19","19","false","0","7350","2630285984"
"5.1987009862881886","7.716145063818571","0.19235574475961317","0.14545454545454545","11","22","11","false","7504","9.727272727272727","11","11","false","0","7504","684553616"
"5.645657926389223","0.0","0.17712727427670544","1.0","11","4","2","false","7601","19.5","2","2","false","0","7601","0"
"5.644936252104883","0.0","0.17714991903179067","1.0","11","4","2","false","8718","21.0","2","2","false","0","8718","0"
"5.018282415203272","6.523810951822099","0.19927136762379558","0.2","11","10","5","false","9522","17.0","5","5","false","0","9522","541908777"
"5.493144094298773","3.7853492910287043","0.18204510619662798","0.7142857142857143","11","14","7","false","11621","12.428571428571429","7","7","false","0","11621","239845461"
"5.47774837623286","2.183327075098297","0.18255676079223573","0.0","11","4","2","false","12498","24.5","2","2","false","0","12498","123137550"
"5.599951888381044","0.0","0.17857296275613213","1.0","11","4","2","false","12691","21.5","2","2","false","0","12691","0"
"5.645898484484003","0.0","0.17711972731146144","0.0","11","2","1","false","15251","37.0","1","1","false","0","15251","0"
"4.970411354342073","6.659621034868914","0.2011905914238699","0.47619047619047616","10","14","7","false","16020","13.0","7","7","false","0","16020","463923830"
"5.645898484484003","0.0","0.17711972731146144","0.0","11","2","1","false","16261","37.0","1","1","false","0","16261","0"
"5.645417368294443","0.0","0.17713482188512017","1.0","11","6","3","false","17156","14.333333333333334","3","3","false","0","17156","0"
"5.044743805629059","14.916403714402993","0.19822612178723","0.13333333333333333","11","32","16","false","17626","8.375","16","16","false","0","17626","1406073581"
"5.6155881645417365","0.0","0.17807573680603153","1.0","11","4","2","false","18622","21.5","2","2","false","0","18622","0"
"5.527784459947077","4.987290924847512","0.1809043039296749","0.3333333333333333","11","12","6","false","19059","10.666666666666666","6","6","false","0","19059","482016035"
"5.645417368294443","0.0","0.17713482188512017","1.0","11","6","3","false","19525","14.333333333333334","3","3","false","0","19525","0"
"4.668751503488092","7.0019012243059775","0.21419002473206925","0.3","10","10","5","false","19738","24.6","5","5","false","0","19738","752199027"
"5.228049073851335","11.009474768272213","0.19127593981502783","0.3333333333333333","11","8","4","false","20122","15.75","4","4","false","0","20122","913520274"
"5.644214577820543","2.3694120600408923","0.1771725695776329","0.3","11","10","5","false","20432","9.2","5","5","false","0","20432","158123480"
"5.645898484484003","0.0","0.17711972731146144","0.0","11","2","1","false","21866","37.0","1","1","false","0","21866","0"
"4.946114986769305","16.07045140473749","0.20217888235008025","0.08888888888888889","10","20","10","false","22074","11.3","10","10","false","0","22074","1194372039"
"5.645417368294443","0.0","0.17713482188512017","1.0","11","6","3","false","23721","14.333333333333334","3","3","false","0","23721","0"
"4.766177531873947","8.884389562872476","0.20981173976681977","0.09090909090909091","11","22","11","false","8916","8.181818181818182","11","11","false","0","8916","906428459"
"4.469328842915564","36.82808132215558","0.22374724150923087","0.07368421052631578","9","40","20","false","13556","9.55","20","20","false","0","13556","3012901341"
"4.184748616790955","79.59404332122212","0.23896297999540123","0.1","9","42","21","false","14485","16.666666666666668","21","21","false","0","14485","8778864946"
"4.810680779408227","19.37700776465113","0.20787078707870785","0.1830065359477124","10","36","18","false","8612","11.722222222222221","18","18","false","0","8612","1996636533"
"4.992783257156604","12.954068670087054","0.20028908696699588","0.16339869281045752","11","36","18","false","615","7.444444444444445","18","18","false","0","615","1044895037"
"5.320182824152033","4.646457491209571","0.18796346536444203","0.25","11","18","9","false","743","9.666666666666666","9","9","false","0","743","436181207"
"5.767139764253067","0.0","0.17339617919412698","1.0","11","4","2","false","2076","14.0","2","2","false","0","2076","0"
"5.496030791436132","2.6387912617510216","0.18194949008622577","0.4642857142857143","11","16","8","false","4515","11.125","8","8","false","0","4515","465999923"
"5.394515275439018","0.0","0.18537346711259756","1.0","11","8","4","false","5773","14.5","4","4","false","0","5773","0"
"4.653836901611739","14.114869491325804","0.21487646025018092","0.22857142857142856","10","42","21","false","9482","27.095238095238095","21","21","false","0","9482","2217936669"
"5.810199663218667","0.0","0.17211112491201921","1.0","11","4","2","false","10822","10.0","2","2","false","0","10822","0"
"5.061101756074092","1.8691947362033858","0.19758543657017918","0.6388888888888888","10","18","9","false","11175","31.555555555555557","9","9","false","0","11175","637392425"
"5.511667067596824","0.0","0.18143331005586594","1.0","11","10","5","false","11604","13.0","5","5","false","0","11604","0"
"5.810199663218667","0.0","0.17211112491201921","1.0","11","4","2","false","14004","10.0","2","2","false","0","14004","0"
"4.4467163820062545","13.381204651296272","0.22488504192588585","0.5753569539925966","10","124","62","false","15003","42.74193548387097","62","62","false","0","15003","2532128151"
"4.8633630021650225","18.41819416021386","0.20561903348666966","0.24183006535947713","10","36","18","false","15552","19.555555555555557","18","18","false","0","15552","2884128492"
"4.876834255472697","12.097013873266864","0.20505105312484584","0.18181818181818182","11","24","12","false","15814","10.916666666666666","12","12","false","0","15814","1172828527"
"5.254991580466683","6.560098622104803","0.19029526207370107","0.37777777777777777","11","20","10","false","16083","9.0","10","10","false","0","16083","554853204"
"5.1190762569160455","7.966742626569027","0.19534774436090224","0.3090909090909091","11","22","11","false","17932","11.454545454545455","11","11","false","0","17932","795437196"
"5.810440221313447","0.0","0.17210399933758383","0.0","11","2","1","false","20001","18.0","1","1","false","0","20001","0"
"4.571566033197017","15.014815794046243","0.2187434224373816","0.13636363636363635","10","24","12","false","20100","12.25","12","12","false","0","20100","1440558019"
"5.166706759682463","0.0","0.1935468851848403","1.0","10","10","5","false","23481","25.6","5","5","false","0","23481","0"
"5.398123646860717","8.804375473268355","0.18524955436720142","0.10256410256410256","11","26","13","false","16258","5.538461538461538","13","13","false","0","16258","823837560"
"5.854462352658167","1.1058173017659085","0.1708098779635945","0.3333333333333333","11","8","4","false","1356","5.25","4","4","false","0","1356","77697691"
"5.329564589848449","7.771818454804932","0.18763258858045587","0.0","11","14","7","false","1727","10.285714285714286","7","7","false","0","1727","784028490"
"5.528265576136637","0.7722928671247221","0.1808885601148775","0.3333333333333333","11","8","4","false","2752","13.25","4","4","false","0","2752","75619898"
"5.403897041135434","2.2673512137334884","0.18505163817663817","0.3","11","10","5","false","4125","17.2","5","5","false","0","4125","291838116"
"6.139283136877556","0.0","0.16288546687042044","1.0","11","6","3","false","6667","9.666666666666666","3","3","false","0","6667","0"
"6.263411113783979","0.0","0.15965741060798094","1.0","12","4","2","false","6825","8.5","2","2","false","0","6825","0"
"5.667308154919413","4.024616620479356","0.17645061335370774","0.12727272727272726","11","22","11","false","10039","6.454545454545454","11","11","false","0","10039","370208290"
"6.139283136877556","0.0","0.16288546687042044","1.0","11","6","3","false","10351","9.666666666666666","3","3","false","0","10351","0"
"4.859273514553765","4.97210373388435","0.20579207920792078","0.8333333333333334","10","24","12","false","11082","22.416666666666668","12","12","false","0","11082","540636721"
"5.403415924945874","10.546521257429752","0.18506811503873208","0.10256410256410256","10","26","13","false","14123","5.6923076923076925","13","13","false","0","14123","866677373"
"6.263411113783979","0.0","0.15965741060798094","1.0","12","4","2","false","16676","8.5","2","2","false","0","16676","0"
"6.397883088765937","0.0","0.15630169950368478","0.0","12","2","1","false","21194","13.0","1","1","false","0","21194","0"
"6.402453692566755","0.28620668478299877","0.15619011835431149","0.6666666666666666","11","6","3","false","10912","6.0","3","3","false","0","10912","41202929"
"5.737551118595141","5.9468572952301475","0.17429038614733136","0.13636363636363635","11","24","12","false","14534","5.25","12","12","false","0","14534","559525166"
"5.300697618474862","2.2461305591637455","0.1886544134331745","0.5","11","8","4","false","17268","15.75","4","4","false","0","17268","184445447"
"6.4031753668510945","0.0","0.15617251483958225","0.0","11","2","1","false","19783","13.0","1","1","false","0","19783","0"
"5.806110175607409","1.610829926432909","0.17223235001657275","0.3333333333333333","11","6","3","false","21705","14.333333333333334","3","3","false","0","21705","100029586"
"6.402453692566755","0.28620668478299877","0.15619011835431149","0.6666666666666666","11","6","3","false","22836","6.0","3","3","false","0","22836","41202929"
"4.484484002886697","76.23787714811576","0.22299109537603262","0.04734848484848485","11","66","33","false","2710","7.333333333333333","33","33","false","0","2710","6169411554"
"5.094058215058936","5.473727610096575","0.1963071401586702","0.19047619047619047","11","14","7","false","62","12.285714285714286","7","7","false","0","62","596883672"
"5.431801780129901","5.6046663332714415","0.18410097431355182","0.5","12","8","4","false","106","11.75","4","4","false","0","106","481280381"
"5.167668992061583","4.257932265243251","0.19351084628991713","0.4","12","10","5","false","260","12.0","5","5","false","0","260","346320969"
"5.192687033918691","3.269040374672928","0.192578523116835","0.2222222222222222","12","20","10","false","2959","9.7","10","10","false","0","2959","372762182"
"4.7832571566033195","9.481424356458579","0.20906256286461478","0.18181818181818182","11","24","12","false","3677","10.833333333333334","12","12","false","0","3677","968480798"
"5.406062063988453","0.0","0.18497752858986338","1.0","11","6","3","false","4708","15.666666666666666","3","3","false","0","4708","0"
"5.275920134712533","13.632379741820333","0.18954039759255883","0.2222222222222222","12","20","10","false","5172","8.3","10","10","false","0","5172","1297800405"
"5.206158287226365","4.447384518792298","0.19208021439792997","0.4","12","12","6","false","5541","12.833333333333334","6","6","false","0","5541","316679241"
"5.421938898243926","0.01592701308549522","0.1844358667199077","0.6666666666666666","12","6","3","false","5794","13.333333333333334","3","3","false","0","5794","1872284"
"4.726004330045706","11.218790571554187","0.2115952356713835","0.16666666666666666","12","18","9","false","5807","16.11111111111111","9","9","false","0","5807","1015271949"
"5.32451286985807","5.932199496795231","0.18781060811421343","0.2545454545454545","12","22","11","false","6575","8.363636363636363","11","11","false","0","6575","479667453"
"5.458744286745249","0.0","0.18319231447206064","1.0","12","4","2","false","8458","21.5","2","2","false","0","8458","0"
"5.484002886697137","0.0","0.1823485546343817","1.0","12","4","2","false","10601","17.5","2","2","false","0","10601","0"
"5.484002886697137","0.0","0.1823485546343817","1.0","12","4","2","false","11401","18.0","2","2","false","0","11401","0"
"5.431801780129901","1.1060112618318991","0.18410097431355182","0.5","12","8","4","false","13026","11.25","4","4","false","0","13026","83734612"
"5.3492903536203995","2.183795043244872","0.18694068444484419","0.4","12","10","5","false","13205","10.6","5","5","false","0","13205","170364663"
"5.415203271590089","13.318006552032395","0.18466527475456443","0.21428571428571427","12","16","8","false","13659","8.25","8","8","false","0","13659","1000289603"
"4.863844118354582","10.548326035857226","0.205598694297443","0.13333333333333333","11","20","10","false","13989","10.5","10","10","false","0","13989","838403275"
"5.375270627856628","0.6739239333124775","0.18603714477511746","0.5","11","8","4","false","14007","14.25","4","4","false","0","14007","81687645"
"5.237430839547751","1.4973652953930832","0.19093330883703838","0.3333333333333333","11","6","3","false","14009","17.666666666666668","3","3","false","0","14009","148426054"
"4.45657926389223","80.03828789371792","0.2243873475116053","0.07816091954022988","10","60","30","false","14599","10.533333333333333","30","30","false","0","14599","7639437048"
"5.484002886697137","0.0","0.1823485546343817","1.0","12","4","2","false","15301","17.5","2","2","false","0","15301","0"
"5.054366129420255","6.954021580282147","0.1978487458950074","0.2857142857142857","11","16","8","false","18757","16.25","8","8","false","0","18757","640443047"
"5.416406062063989","0.8724965709758685","0.18462426718777755","0.4","12","10","5","false","20934","9.6","5","5","false","0","20934","53606655"
"4.953091171517921","3.1499114620928723","0.2018941233608548","0.09523809523809523","11","14","7","false","21543","8.857142857142858","7","7","false","0","21543","247382973"
"4.8710608611979795","5.794067633831167","0.20529408859696774","0.19047619047619047","11","14","7","false","22184","13.428571428571429","7","7","false","0","22184","492289116"
